skim_type,skim_variable,n_missing,complete_rate,character.min,character.max,character.empty,character.n_unique,character.whitespace,numeric.mean,numeric.sd,numeric.p0,numeric.p25,numeric.p50,numeric.p75,numeric.p100,numeric.hist
character,"Evalúe los siguientes ítems del Servicio de Asesoría Técnica de ScaffCo, donde 1 es muy insatisfecho y 7 muy satisfecho.[Calidad del servicio de Ingeniería]",222,0.48009367681498827,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"Evalúe los siguientes ítems del Servicio de Asesoría Técnica de ScaffCo, donde 1 es muy insatisfecho y 7 muy satisfecho.[Calidad del servicio de Inducción Técnica]",222,0.48009367681498827,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"Evalúe los siguientes ítems del Servicio de Asesoría Técnica de ScaffCo, donde 1 es muy insatisfecho y 7 muy satisfecho.[Calidad del servicio de Visita Técnica]",222,0.48009367681498827,1,3,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"Evalúe los siguientes ítems del Servicio de Asesoría Técnica de ScaffCo, donde 1 es muy insatisfecho y 7 muy satisfecho.[Claridad del Informe de la Visita Técnica]",222,0.48009367681498827,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"Evalúe los siguientes ítems del Servicio de Asesoría Técnica de ScaffCo, donde 1 es muy insatisfecho y 7 muy satisfecho.[Amabilidad del Equipo Técnico]",222,0.48009367681498827,1,3,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Claridad de la información de los Estados de Pago.,319,0.252927400468384,1,3,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Conoce WebScaff? El servicio de Información en línea de su obra de arriendo ScaffCo.,223,0.477751756440281,2,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Ha usado WebScaff?,202,0.5269320843091334,2,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Evalúe su satisfacción con WebScaff.,339,0.20608899297423888,1,3,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Conoce CapScaff? El servicio de Inducción virtual interactiva de armado de andamios ScaffCo.,223,0.477751756440281,2,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Ha usado CapScaff?,313,0.2669789227166276,2,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"De los siguientes atributos de ScaffCo, elija los 3 más importantes para Ud.",58,0.8641686182669789,65,113,0,73,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Qué tan fácil fue resolver sus solicitudes o problemas con ScaffCo?,64,0.8501170960187354,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Indique 3 palabras con las que identifica a la marca ScaffCo.,227,0.46838407494145196,1,143,0,197,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"Considerando el precio, servicio y productos que recibe de ScaffCo ¿Qué nota le pondría usted a ScaffCo en cuanto a esta relación precio-calidad?",64,0.8501170960187354,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"¿Tiene algún comentario o sugerencia para nosotros? Indique cualquier punto que pudiera no estar cubierto en esta encuesta, recuerde que los mismos son anónimos.",325,0.23887587822014056,1,681,0,97,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Le gustaría recibir el newsletter de ScaffCo?,73,0.8290398126463701,2,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Periodo,0,1,7,7,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿En cuál de estos sectores presta servicios tu empresa?(Puedes seleccionar más de una opción si corresponde),323,0.24355971896955508,12,334,0,37,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"¿En qué región del país se encontraba el proyecto para el cual su empresa contrató productos o servicios de ScaffCo?(Si ha trabajado en más de una región, por favor indique la principal)",129,0.6978922716627635,19,54,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos de la atención comercial ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho.[Evaluación general de la satisfacción con la atención comercial],325,0.23887587822014056,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho.[Claridad en la información de planos e informes entregados],326,0.2365339578454333,1,3,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho.[Manejo de cobros ante productos dañados],326,0.2365339578454333,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho.[Coincidencia entre el producto solicitado y el producto recibido],326,0.2365339578454333,1,3,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho.[Facilidad para coordinar y realizar devolución de equipos en arriendo],326,0.2365339578454333,1,3,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho.[Evaluación general de los procesos operacionales],326,0.2365339578454333,1,3,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho.[Seguridad de sus andamios],328,0.23185011709601877,1,3,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho.[Disponibilidad de productos y accesorios],328,0.23185011709601877,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho.[Coincidencia entre el producto solicitado y el producto recibido].1,328,0.23185011709601877,1,3,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho.[Efectividad del control de calidad aplicado antes del despacho del material],328,0.23185011709601877,1,3,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho.[Calidad del despacho de los equipos (ausencia de errores de envío, estado del material)]",328,0.23185011709601877,1,3,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho.[Facilidad para coordinar y realizar devolución de equipos en arriendo].1,328,0.23185011709601877,1,3,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Evalúe la claridad de la información de los Estados de Pago.,335,0.21545667447306793,1,3,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Cuál es su rol dentro del proyecto? (Seleccione el que más se aproxime),233,0.4543325526932084,12,56,0,43,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿En cuál de estos sectores presta servicios su empresa?(Puede seleccionar más de una opción si corresponde),233,0.4543325526932084,12,334,0,51,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"Seleccione cuando fue su última interacción con el equipo ScaffCo (Entiéndase por interacción cualquier tipo de comunicación ya sea escrita, telefónica o presencial, o cotización, servicios prestados, o cualquier otro tipo de contacto con la empresa)",233,0.4543325526932084,18,21,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos de la atención comercial ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho[Amabilidad en la atención comercial],247,0.4215456674473068,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos de la atención comercial ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho[Efectividad en la atención comercial],247,0.4215456674473068,1,3,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos de la atención comercial ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho[Tiempo de respuesta en las cotizaciones solicitadas],247,0.4215456674473068,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos de la atención comercial ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho[Claridad de la información en cotizaciones],247,0.4215456674473068,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos de la atención comercial ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho[Claridad en la información de planos e informes entregados],247,0.4215456674473068,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos de la atención comercial ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho[Claridad en la información de los estados de pago],247,0.4215456674473068,1,3,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos de la atención comercial ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho[Satisfacción con la atención comercial en general],247,0.4215456674473068,1,3,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho[Calidad de productos entregados],253,0.40749414519906324,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho[Disponibilidad de productos y accesorios],253,0.40749414519906324,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho[Coincidencia entre el producto solicitado y el producto recibido],253,0.40749414519906324,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho[Calidad del despacho de los equipos (ausencia de errores de envío, estado del material)]",253,0.40749414519906324,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho[Facilidad para coordinar y realizar devolución de equipos en arriendo],253,0.40749414519906324,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"Para cada uno de los siguientes aspectos ¿Cuál diría usted que es su nivel de satisfacción con cada uno de ellos? Siendo 1 muy insatisfecho y 7 muy satisfecho[Envío, presentación y claridad de informes de material dañado]",253,0.40749414519906324,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"Evalúe los siguientes ítems del Servicio de Asesoría Técnica de ScaffCo, donde 1 es muy insatisfecho y 7 muy satisfecho[Calidad del servicio de Diseño de Proyectos]",258,0.3957845433255269,1,3,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"Evalúe los siguientes ítems del Servicio de Asesoría Técnica de ScaffCo, donde 1 es muy insatisfecho y 7 muy satisfecho[Calidad del servicio de Ingeniería]",258,0.3957845433255269,1,3,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"Evalúe los siguientes ítems del Servicio de Asesoría Técnica de ScaffCo, donde 1 es muy insatisfecho y 7 muy satisfecho[Calidad del servicio de Inducción Técnica]",258,0.3957845433255269,1,3,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"Evalúe los siguientes ítems del Servicio de Asesoría Técnica de ScaffCo, donde 1 es muy insatisfecho y 7 muy satisfecho[Calidad del servicio de Visita Técnica]",258,0.3957845433255269,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"Evalúe los siguientes ítems del Servicio de Asesoría Técnica de ScaffCo, donde 1 es muy insatisfecho y 7 muy satisfecho[Claridad del Informe de la Visita Técnica]",258,0.3957845433255269,1,3,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"Evalúe los siguientes ítems del Servicio de Asesoría Técnica de ScaffCo, donde 1 es muy insatisfecho y 7 muy satisfecho[Amabilidad del Equipo Técnico]",258,0.3957845433255269,1,3,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Conoce WebScaff? (El servicio de información en línea de su obra de arriendo ScaffCo),258,0.3957845433255269,2,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Nos puede comentar por qué no ha usado WebScaff?(Marque todas las que correspondan),396,0.07259953161592503,31,155,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Qué le gustaría agregar o mejorar en WebScaff?,387,0.09367681498829039,1,205,0,33,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Conoce CapScaff? (El servicio de Inducción virtual interactiva de armado de andamios ScaffCo),258,0.3957845433255269,2,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Nos puede comentar por qué no ha usado CapScaff?(Marque todas las que correspondan),402,0.05854800936768145,31,179,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Conoce ScanScaff? (El servicio de ScaffCo para realizar levantamientos digitales de estructuras mediante nube de puntos),260,0.3911007025761124,2,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Ha usado ScanScaff?,396,0.07259953161592503,2,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Nos puede comentar por qué no ha usado ScanScaff?,408,0.04449648711943799,15,157,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"¿Conoce XR App? (La aplicación de construcción digital de ScaffCo, basada en realidad aumentada)",260,0.3911007025761124,2,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Ha usado XR App?,411,0.0374707259953162,2,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Nos puede comentar por qué no ha usado XR App?(Marque todas las que correspondan),418,0.021077283372365363,44,53,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA
character,Indique 3 palabras con las que identifica a la marca ScaffCo,264,0.38173302107728335,3,98,0,159,0,NA,NA,NA,NA,NA,NA,NA,NA
character,"¿Tiene algún comentario o sugerencia para nosotros? Indique cualquier punto que pudiera no estar cubierto en esta encuesta, recuerde que los mismos son anónimos",350,0.180327868852459,2,396,0,70,0,NA,NA,NA,NA,NA,NA,NA,NA
character,¿Quiere ser contactado para profundizar en sus respuestas?,273,0.360655737704918,2,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
